LocationId,LocationName,Address,Address2,TownCity,Country,Postcode,PhoneNumber,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,ProductCard,ContactDetail,Longitude,Latitude,isYextRestrict,RichText,PlantType,CompanyName,LocationImage,FileCard,AddPage,PublisherImages,State,Region,isLocationClosed
,"Betonárna Teplice, Cemex Czech Republic, s.r.o.",Na Pastvinách,Ústecký kraj,Teplice-Teplice,Czech Republic,415 01, 602 463 008,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00",Closed,Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 9253",13.80597418,50.65006997,TRUE,"Betonárna TEKA 1,5 m s hodinovým výkonem 45 m čerstvého betonu je vybavena moderními technologiemi pro automatický, počítačem řízený provoz. Zařízení pro ohřev záměsové vody a předehřev kameniva zajišťují, že betonárna funguje i v zimním období. Kromě toho je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Betonárna se nachází ve městě Teplice a její služby jsou dostupné i v okolních městech, jako jsou Osek, Duchcov, Bílina, Krupka, či Chlumec. Nabízíme špičkovou kvalitu produktů, jako anhydritové lité potěry, cementové lité potěry, konstrukční betony, samozhutnitelné betony drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování (čerpání) betonu.",Concrete,-,,-,,-,-,Ústecký kraj,FALSE
,"Betonárna Nové Strašecí, Cemex Czech Republic, s.r.o.",Jiřího Šotky 1198,Středočeský kraj,Nové Strašecí,Czech Republic,271 01, 725 546 962,"openTime_1 : 06:00, closeTime_1 : 16:15","openTime_1 : 06:00, closeTime_1 : 16:15","openTime_1 : 06:00, closeTime_1 : 16:15","openTime_1 : 06:00, closeTime_1 : 16:15","openTime_1 : 06:00, closeTime_1 : 16:15",Closed,Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 9252
ContactName_2 : Concrete Block Paving,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9252",13.9165417,50.1581524,TRUE,"Betonárna Stasis RTM 750S s hodinovým výkonem 25 m čerstvého betonu je situována v Novém Strašecí. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Kromě toho nabízíme autodopravu mixem, pumpování (čerpání) betonu. Společnost Cemex se také zasazuje o udržitelnou výstavbu pomocí produktů řady Vertua. Díky naší autodopravě můžeme dovézt čerstvý beton do okolních měst jako jsou Beroun, Kladno, Rakovník, Hořovice, či například Zdice. Na našich stránkách si také můžete spočítat objem betonu a získat nezávaznou cenovou nabídku.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna České Budějovice, Cemex Czech Republic, s.r.o.",Rudolfovská třída 170,Jihočeský kraj,České Budějovice,Czech Republic,370 01, 607 942 588,"openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 19:00","openTime_1 : 06:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01982 553 386
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",14.5169636,48.9846107,TRUE,"Betonárna CE 50,1 m s hodinovým výkonem 40 m čerstvého betonu se nachází v Českých Budějovicích. Je vybavena zařízením pro ohřev záměsové vody a předehřev kameniva. Betonárna je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování a čerpání betonu. Betonárna Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua. Dovážíme čerstvý beton do okolních měst jako jsou Hluboká nad Vltavou, Boršov, Borovany, Borek či například Hrdějovice.",Concrete,-,,-,,-,-,Jihočeský kraj,FALSE
,Cementová Mlýnice Dětmarovice,Dětmarovice 1216,Moravskoslezský kraj,Dětmarovice,Czech Republic,735 71, 596 539 516,"openTime_1 : 06:00, closeTime_1 : 17:30","openTime_1 : 06:00, closeTime_1 : 17:30","openTime_1 : 06:00, closeTime_1 : 17:30","openTime_1 : 06:00, closeTime_1 : 17:30","openTime_1 : 06:00, closeTime_1 : 17:30",Closed,Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 9251
ContactName_2 : Concrete Block Paving,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9252",18.4609515,49.9084524,TRUE,"Cementová mlýnice v Dětmarovicích. Nabízíme expedici volně loženého cementu. V současnosti je Cemex v České republice jedním z předních poskytovatelů integrovaných stavebních řešení provozující více než 60 betonáren, cementárnu, cementovou mlýnici a výrobnu speciálních přísad do betonu. Společnost Cemex dbá na udržitelnější výstavbu prostřednictvím produktů Vertua.",Cement,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Betonárna Praha - Malešice, Cemex Czech Republic, s.r.o.",Teplárenská 11,Hlavní město Praha,Praha,Czech Republic,108 00, 602 663 414,"openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9215
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",14.53549751,50.08680554,TRUE,"Betonárna BHS 2,25 + Lieherr RIM 1,0 D m s hodinovým výkonem 100 m + 40 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a předehřev kameniva. Celoroční automatický, počítačem řízený provoz zajišťuje precizní a spolehlivou výrobu betonu. Betonárna je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Naše betonárna se nachází v Pražských Malešicích a její služby jsou dostupné i v okolních oblastech, jako jsou Šestajovice, Újezd nad Lesy, Dolní Měcholupy, Hostavice či Klánovice. Nabízíme špičkovou kvalitu produktů jako jsou anhydritové lité potěry, Cementové lité potěry, konstrukční betony, samozhutnitelné betony, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem a čerpání betonu.",Concrete,-,,-,,-,-,Hlavní město Praha,FALSE
,"Betonárna Mladá Boleslav - Dukelská, Cemex Czech Republic, s.r.o.",Dukelská,Mladá Boleslav-Mladá Boleslav III,Mlada Boleslav,Czech Republic,293 01, 602 252 489,"openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01223 420 648
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172
ContactName_4 : Aggregate Asphalt Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 9208",14.93129455,50.4139285,TRUE,"Betonárna SB 55 s hodinovým výkonem 56 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a je schopna zajistit celoroční automatický, počítačem řízený provoz. Betonárka se nachází v Mladé Boleslavi a její služby jsou dostupné i v okolních městech jako jsou Bakov nad Jizerou, Nepřevázka, Kosmonosy, Straky či například Dobrovice. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů, písku a štěrku. Kromě toho poskytujeme autodopravu mixem, pumpování a čerpání betonu. Cemex se také zabývá udržitelností výstavby pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Mladá Boleslav-Mladá Boleslav III,FALSE
,"Betonárna Olomouc, Cemex Czech Republic, s.r.o.",Balcárkova 35,Olomoucký kraj,Olomouc-Olomouc,Czech Republic,779 00, 606 724 480,"openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00",Closed,Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : Manager,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 2410
ContactName_2 : Tel,  JobPosition_2 : Manager,  EmailAddress_2 : -,  PhoneNumber1_2 : 02920 498616",17.21593081,49.57890387,TRUE,"Betonárna Stetter H 1.0 s mísícím jádrem o objemu 1 m a hodinovým výkonem 37 m čerstvého betonu. Automatický, počítačem řízený provoz, vybavený zařízením pro ohřev záměsové vody. Recyklační zařízení pro zpracování zbytkového betonu. Betonárna Cemex se nachází v Olomouci a její služby jsou dostupné i v okolních městech jako jsou Prostějov, Přerov, Šternberk, Lipník nad Bečvou, či Litovel. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel,cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Autodopravu mixem, pumpování a čerpání betonu. Podporujeme udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Olomoucký kraj,FALSE
,"Štěrkovna Dětmarovice, Cemex Czech Republic, s.r.o.",Dolní Lutyně 1234,Moravskoslezský kraj,Dolní Lutyně,Czech Republic,735 71, 725 530 416,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01283 702 581
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",18.4548917,49.9076838,TRUE,"Nabízíme štěrk frakce 4/8, 8/16, 16/22, 16/32 a štěrkopísek 0/4. Všechny naše produkty mají ES prohlášení o shodě o vhodnosti použití do betonu, asfaltových směsí, nestmelených a stmelených směsí hydraulickými pojivy a u jemných frakcí i do malt. Frakce 0/4 a 4/8 navíc získali hygienický certifikát. Dále provozovna nabízí míchané frakce 0/16 a 0/22. Naše kamenivo lze použít pro nejrůznější stavební účely, jako je například zásyp drenáže, dětská hřiště, zahradní kamenivo a další. Po předchozí domluvě je možnost přípravy naplnění BigBagů. Můžeme také nabídnout smluvní přepravce a dovezeme kamenivo do těchto měst: Dolní Lutyně, Bohumín, Orlová, Karviná, Dětmarovice a jejich okolí. Obraťte se prosím na našeho obchodního zástupce.",Aggregates,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Lom Družec, Cemex Czech Republic, s.r.o. | Dočasně uzavřeno",Žilina,Středočeský kraj,Družec,Czech Republic,273 62, 725 546 961,"openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 11:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01179 37 1127
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",14.02177739,50.09719576,TRUE,"Kamenolom Družec nabízí prodej drceného kameniva, písku a dalších stavebních materiálů. Nabízíme drcené kamenivo ve frakcích 0/32, 0/63, 32/63, 0/125, 63/125, 63/250, 0/300 a lomový kámen záhozový. Hornina Spilit je ideální pro nejrůznější stavební účely, jako je zásyp drenáže, dětská hřiště, zahradní kamenivo a další.<br><br>Kamenolom Družec je schopen zajistit přepravu kameniva do Kladna, Unhoště, Lán a Družce a jejich okolí. Nabízíme smluvní přepravce, kteří zajistí bezpečnou a rychlou přepravu.<br><br>Pokud hledáte kvalitní kamenivo, písek nebo jiné stavební materiály, obraťte se na naše obchodní zástupce.",Aggregates,-,,-,,-,-,Středočeský kraj,FALSE
,"Štěrkovna Zaječí, Cemex Czech Republic, s.r.o.",Štěrkovna,South Moravian Region,Zaječí,Czech Republic,691 05, 725 530 414,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Shipping Office (North West),  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 9265
ContactName_2 : Concrete Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 600 6464
ContactName_3 : Concrete Account Orders,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 9265
ContactName_4 : Screed Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 9265",16.7513055,48.8529052,TRUE,"Štěrkovna Zaječí nabízí přírodní těžené kamenivo ve frakcích 0/4, 0/2, 0/2V, 4/8, 0/16, 8/16, 0/125Z, 16/63 a dalších. Naše kamenivo je ideální pro stavební účely, jako je například zásyp drenáže, dětská hřiště, zahradní kameny, písek a lomový kámen. Naše kamenivo je také vhodné pro prodej písku a drceného kameniva. <br><br>Můžeme nabídnout smluvní přepravce, kteří dovezou kamenivo do měst Rakvice, Mikulov, Podivín, Hustopeče a Zaječí a jejich okolí. Pokud hledáte kvalitní kamenivo pro vaše stavební projekty, obraťte se na naše obchodní zástupce, kteří vám rádi poradí a pomohou vám s výběrem vhodného kameniva.",Concrete,-,,-,,-,-,South Moravian Region,FALSE
,"Betonárna Zlín, Cemex Czech Republic, s.r.o.",K Farmě 606,Zlínský kraj,Zlín-Zlín,Czech Republic,763 14, 608 464 603,"openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00",Closed,Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01788517000",17.7329268,49.2673829,TRUE,"Betonárna H1 STETTER s hodinovým výkonem 58 m betonu nabízí špičkovou kvalitu betonu pro stavební projekty v okolí Zlína, Štípy, Kroměříže, Uherského Hradiště, Vsetína a Holešova. Celoroční plnoautomatický provoz zajišťuje rychlé dodání čerstvého betonu. Součástí betonárny je i recyklační zařízení pro zpracování zbytkového betonu. Nabízíme širokou škálu produktů, včetně anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů, písku a štěrku. Kromě toho nabízíme autodopravu mixem, pumpování a čerpání betonu. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Zlínský kraj,FALSE
,"Štěrkovna Hodonice, Cemex Czech Republic, s.r.o.",okres Znojmo,Jihomoravský kraj,Hodonice,Czech Republic,67125, 725 530 411,"openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 10:30",Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 2410
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01179 382245",16.18449045,48.83153899,TRUE,"Štěrkovna Hodonice nabízí širokou škálu kameniva pro nejrůznější stavební účely. Nabízíme prodej kameniva, písku, drceného kameniva, lomového kamene, stěrkopísku a zahradního kameniva. Naše kamenivo je dostupné ve frakcích 0/4, 0/8, 0/16, 16/32, 0/2, 0/32 Z, 4/22, 22/63, 63/125.<br><br>Kromě toho můžeme nabídnout i smluvní přepravce, kteří dovezou kamenivo do Znojma, Božic, Strachotic a okolí. Pokud hledáte kvalitní kamenivo pro vaši stavbu, nebo zahradu, obraťte se na našeho obchodního zástupce, který vám rád poradí.",Aggregates,-,,-,,-,-,Jihomoravský kraj,FALSE
,"Betonárna Slaný, Cemex Czech Republic, s.r.o.",Byseň 1,Středočeský kraj,Tuřany u Slaného,Czech Republic,273 79, 608 149 438,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 10:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01977 216 990
ContactName_2 : Concrete Accounts,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar & Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462 016",14.03521,50.23669,TRUE,"Betonárna SICOMA MAO s hodinovým výkonem 45 m3 čerstvého betonu se nachází v Tuřanech. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů a písku či štěrku. Kromě toho poskytujeme autodopravu mixem, pumpování a čerpání betonu. Naše služby jsou k dispozici v okolí Tuřan, včetně měst jako jsou Třebíz, Slaný, Malíkovice, Smečno, Svinařov, Zlonice či Libušín.Na našich stránkách si můžete spočítat objem betonu a získat nezávaznou cenovou nabídku. Cemex také dbá na udržitelnost výstavby produkty řady Vertua.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna Strančice, Cemex Czech Republic, s.r.o.",Svojšovice 27,Středočeský kraj,Strančice,Czech Republic,251 63, 602 556 591,"openTime_1 : 08:00, closeTime_1 : 16:30","openTime_1 : 08:00, closeTime_1 : 16:30","openTime_1 : 08:00, closeTime_1 : 16:30","openTime_1 : 08:00, closeTime_1 : 16:30","openTime_1 : 08:00, closeTime_1 : 16:30","openTime_1 : 08:00, closeTime_1 : 16:30",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0117 937 1194
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",14.66272945,49.95437412,TRUE,"Betonárna Schwing Stetter H1 - RS 1,0 m s hodinovým výkonem 40 m čerstvého betonu je situována ve Strančicích. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Naše autodoprava mixem, pumpování a čerpání betonu je k dispozici pro oblasti jako Strančice, Vestec, Mnichovice, Čestlice, Říčany, či Velké Popovice.  Na našish stránkách si můžete spočítat objem betonu a získat nezávaznou cenovou nabídku. Cemex podporuje udržitelnost výstavby pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna Frýdek-Místek, Cemex Czech Republic, s.r.o.",Na Zbytkách 83,Moravskoslezský kraj,Staré Město,Czech Republic,738 01, 775 443 963,"openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 19:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 023 8072 0200",18.3755361,49.6537293,TRUE,"Betonárna MERKO V 1.25 s mísícím jádrem o objemu 1,5 m a hodinovým výkonem 55 m čerstvého betonu. Automatický, počítačem řízený provoz, vybavený zařízením pro ohřev záměsové vody. Recyklační zařízení pro zpracování zbytkového betonu. Betonárka typu MERKO V 1.25 se nachází ve Frýdku-Místku a do 20 km od ní dovezeme čerstvý beton. Obsluhujeme tak například Žabeň, Paskov, Dobrá, Staré Město, Brušperk a další. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Cemex také dbá na udržitelnost pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Betonárna Šumperk Vikýřovice, Cemex Czech Republic, s.r.o.",Rapotínská,Olomoucký kraj,Vikýřovice,Czech Republic,788 13, 606 748 205,"openTime_1 : 06:30, closeTime_1 : 17:30","openTime_1 : 06:30, closeTime_1 : 17:30","openTime_1 : 06:30, closeTime_1 : 17:30","openTime_1 : 06:30, closeTime_1 : 17:30","openTime_1 : 06:30, closeTime_1 : 17:30","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462 016",16.99691557,49.97271854,TRUE,"Betonárna Cemex se nachází ve Vikýřovicích a nabízí špičkovou kvalitu betonu. Naše betonárna typu Stetter H1.0 s míchacím zařízením RTM 1500 a objemem mísícího jádra 1,0 m s hodinovým výkonem 38 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a recyklačním zařízením pro zpracování zbytkového betonu. Nabízíme širokou škálu produktů, včetně anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů a vláknobetonů. Nabízíme také písek a štěrk. Nabízíme také autodopravu mixem a čerpání betonu. Beton dovezeme i do okolí jako je Maršov u Úpice, Proseč, Radvanice, Rovensko pod Troskami či Pecka.",Concrete,-,,-,,-,-,Olomoucký kraj,FALSE
,"Betonárna Mělník, Cemex Czech Republic, s.r.o.",Nůšařská,Středočeský kraj,Mělník-Mělník,Czech Republic,276 01, 602 770 982,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00",Closed,Closed,-,"ContactName_1 : Call:,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01634 240411",14.46560751,50.35957873,TRUE,"Betonárna HBS 1,5 T (1,5 m) s hodinovým výkonem 65 m čerstvého betonu je vybavena moderními technologiemi pro automatický, počítačem řízený provoz. Zařízení pro ohřev záměsové vody a předehřev kameniva zajišťují, že betonárna funguje i v zimním období. Kromě toho je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Betonárna se nachází na Mělníku a její služby jsou dostupné i v okolí jako v Cítově, Neratovicích, Štětí, či Kokořínsku. Nabízíme vysoce kvalitní anhydritové lité potěry, cementové lité potěry, konstrukční betony, samozhutnitelné betony, drátkobetony, vláknobetony, písek a štěrk. Nabízíme autodopravu mixem, pumpování (čerpání) betonu. Usilujeme o udržitelnou výstavbu pomocí produkty řady Vertua.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Štěrkovna Náklo, Cemex Czech Republic, s.r.o.",Okres Olomouc,Olomoucký kraj,Náklo,Czech Republic,78332, 725 530 412,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 10:00",Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 9208
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01675 465 911",17.12939399,49.65423213,TRUE,"Štěrkovna Náklo, nabízí prodej kameniva, písku, drceného kameniva, lomového kamene, stěrkopísku a zahradního kameniva. Nabízíme přírodní těžené kamenivo ve frakcích 0/4, 4/8, 8/16, 11/22, 0/1 Z, 0/2, 0/16, 22/63, 22/63 ZK, okrasný zahradní kámen a netříděné suroviny. Naše kamenivo je vhodné pro nejrůznější stavební účely, jako je například zásyp drenáže, dětská hřiště, sportoviště, jako plážový volejbal, fotbalová hřiště, golfová hřiště a další, ale i například do koňských jízdáren. Navíc můžeme nabídnout i frakce 0/4 a 4/8 ze štěrkovny Dolní Lutyně, která získala hygienický certifikát. Můžeme nabídnout smluvní přepravce a dovážíme kamenivo do měst Litovel, Olomouc, Příkazy a jejich okolí. Neváhejte se obrátit na naše obchodní zástupce.",Aggregates,-,,-,,-,-,Olomoucký kraj,FALSE
